Country,State,Route,Year,Aou,SpeciesTotal
124,4,13,2016,3160,2
124,4,13,2017,3160,9
124,4,13,2018,3160,5
124,4,13,2019,3160,9
124,4,14,2008,3160,2
124,4,14,2009,3160,3
124,4,14,2010,3160,3
124,4,14,2013,3160,1
124,4,15,1993,3160,1
124,4,15,1999,3160,1
124,4,15,2007,3160,2
124,4,15,2009,3160,1
124,4,15,2012,3160,1
124,4,16,1996,3160,1
124,4,18,1991,3160,2
124,4,18,1992,3160,4
124,4,18,1993,3160,5
124,4,18,1994,3160,1
124,4,18,1995,3160,3
124,4,18,1996,3160,5
124,4,18,1997,3160,1
124,4,18,1998,3160,3
124,4,18,2000,3160,5
124,4,18,2001,3160,5
124,4,18,2002,3160,4
124,4,18,2003,3160,1
124,4,18,2004,3160,3
124,4,18,2005,3160,5
124,4,18,2006,3160,5
124,4,18,2007,3160,1
124,4,18,2008,3160,1
124,4,18,2010,3160,1
124,4,18,2011,3160,5
124,4,18,2012,3160,4
124,4,18,2013,3160,3
124,4,19,1992,3160,2
124,4,19,1993,3160,1
124,4,19,1995,3160,1
124,4,19,1996,3160,1
124,4,19,1997,3160,4
124,4,19,1998,3160,1
124,4,19,1999,3160,7
124,4,19,2001,3160,5
124,4,19,2002,3160,4
124,4,19,2004,3160,2
124,4,19,2005,3160,4
124,4,19,2006,3160,1
124,4,19,2007,3160,4
124,4,19,2008,3160,1
124,4,19,2009,3160,2
124,4,19,2010,3160,6
124,4,19,2011,3160,2
124,4,19,2013,3160,1
124,4,19,2015,3160,5
124,4,20,1991,3160,1
124,4,20,1992,3160,2
124,4,20,1995,3160,2
124,4,20,1997,3160,1
124,4,20,1998,3160,4
124,4,20,2000,3160,1
124,4,20,2002,3160,1
124,4,20,2004,3160,2
124,4,20,2016,3160,3
124,4,20,2018,3160,1
124,4,20,2019,3160,1
124,4,21,1994,3160,2
124,4,21,1995,3160,1
124,4,22,1993,3160,2
124,4,22,1995,3160,1
124,4,22,2003,3160,5
124,4,22,2004,3160,2
124,4,22,2005,3160,1
124,4,22,2006,3160,1
124,4,22,2007,3160,4
124,4,22,2008,3160,2
124,4,22,2009,3160,1
124,4,22,2010,3160,4
124,4,22,2011,3160,1
124,4,22,2012,3160,6
124,4,22,2015,3160,4
124,4,22,2016,3160,11
124,4,22,2017,3160,2
124,4,22,2019,3160,11
124,4,24,1990,3160,2
124,4,24,1994,3160,1
124,4,26,1991,3160,1
124,4,26,1992,3160,2
124,4,26,1995,3160,1
124,4,26,1998,3160,1
124,4,26,1999,3160,2
124,4,26,2006,3160,1
124,4,26,2007,3160,1
124,4,26,2016,3160,2
124,4,27,1990,3160,2
124,4,27,1991,3160,2
124,4,27,1992,3160,8
124,4,27,1993,3160,2
124,4,27,1995,3160,1
124,4,27,1996,3160,2
124,4,27,1998,3160,2
124,4,27,1999,3160,1
124,4,27,2000,3160,2
124,4,27,2001,3160,8
124,4,27,2002,3160,6
124,4,27,2003,3160,2
124,4,27,2004,3160,1
124,4,27,2005,3160,3
124,4,27,2006,3160,4
124,4,27,2009,3160,6
124,4,27,2011,3160,1
124,4,27,2013,3160,2
124,4,28,1990,3160,3
124,4,28,1991,3160,3
124,4,28,1993,3160,1
124,4,28,1994,3160,1
124,4,28,2014,3160,3
124,4,28,2015,3160,2
124,4,28,2016,3160,2
124,4,28,2017,3160,1
124,4,29,1996,3160,1
124,4,29,1998,3160,1
124,4,29,2000,3160,2
124,4,29,2005,3160,2
124,4,29,2014,3160,1
124,4,29,2015,3160,1
124,4,29,2018,3160,1
124,4,30,1991,3160,2
124,4,30,1994,3160,1
124,4,30,1995,3160,1
124,4,30,1996,3160,2
124,4,30,2002,3160,3
124,4,30,2003,3160,1
124,4,30,2004,3160,1
124,4,30,2011,3160,1
124,4,30,2014,3160,1
124,4,31,2007,3160,3
124,4,31,2017,3160,4
124,4,32,1992,3160,1
124,4,36,1992,3160,1
124,4,36,1994,3160,6
124,4,36,1995,3160,1
124,4,36,2000,3160,2
124,4,36,2005,3160,2
124,4,36,2006,3160,5
124,4,36,2008,3160,2
124,4,36,2009,3160,3
124,4,37,1990,3160,2
124,4,37,1992,3160,1
124,4,37,1993,3160,1
124,4,38,1990,3160,1
124,4,38,1992,3160,2
124,4,38,1994,3160,1
124,4,39,1992,3160,1
124,4,40,1992,3160,6
124,4,40,1994,3160,2
124,4,40,1996,3160,1
124,4,40,1998,3160,1
124,4,40,2009,3160,2
124,4,40,2010,3160,1
124,4,40,2014,3160,2
124,4,42,1997,3160,1
124,4,42,1999,3160,1
124,4,54,1992,3160,1
124,4,55,2004,3160,1
124,4,55,2011,3160,1
124,4,60,2019,3160,3
124,4,81,2017,3160,7
124,4,81,2018,3160,18
124,4,81,2019,3160,11
124,4,101,1992,3160,12
124,4,101,1993,3160,5
124,4,101,1994,3160,2
124,4,101,1995,3160,2
124,4,101,1997,3160,13
124,4,101,1998,3160,9
124,4,101,2003,3160,8
124,4,101,2004,3160,6
124,4,101,2005,3160,7
124,4,101,2006,3160,7
124,4,101,2016,3160,4
124,4,101,2017,3160,8
124,4,101,2018,3160,13
124,4,101,2019,3160,13
124,4,102,1998,3160,10
124,4,103,1997,3160,8
124,4,103,1998,3160,15
124,4,103,1999,3160,6
124,4,103,2000,3160,14
124,4,103,2001,3160,8
124,4,104,1995,3160,1
124,4,104,2013,3160,10
124,4,104,2019,3160,25
124,4,105,1991,3160,3
124,4,105,1999,3160,1
124,4,105,2007,3160,1
124,4,105,2010,3160,2
124,4,105,2011,3160,2
124,4,105,2019,3160,1
124,4,106,1996,3160,1
124,4,106,1997,3160,2
124,4,106,1998,3160,3
124,4,106,2000,3160,4
124,4,106,2001,3160,7
124,4,106,2002,3160,2
124,4,106,2003,3160,5
124,4,106,2005,3160,8
124,4,106,2006,3160,4
124,4,106,2007,3160,6
124,4,106,2008,3160,7
124,4,106,2009,3160,3
124,4,106,2010,3160,1
124,4,106,2018,3160,2
124,4,106,2019,3160,3
124,4,107,1996,3160,1
124,4,107,1997,3160,1
124,4,107,2000,3160,2
124,4,107,2001,3160,1
124,4,107,2003,3160,1
124,4,107,2004,3160,2
124,4,107,2008,3160,3
124,4,107,2012,3160,3
124,4,107,2013,3160,1
124,4,107,2014,3160,3
124,4,107,2016,3160,2
124,4,107,2017,3160,4
124,4,107,2018,3160,3
124,4,107,2019,3160,2
124,4,108,1990,3160,4
124,4,108,1991,3160,3
124,4,108,1992,3160,2
124,4,108,1995,3160,2
124,4,108,1996,3160,5
124,4,108,1997,3160,4
124,4,108,1999,3160,9
124,4,108,2005,3160,15
124,4,108,2010,3160,9
124,4,108,2011,3160,9
124,4,108,2012,3160,10
124,4,109,1990,3160,1
124,4,109,1995,3160,2
124,4,109,2000,3160,1
124,4,109,2001,3160,5
124,4,109,2004,3160,2
124,4,109,2005,3160,3
124,4,109,2006,3160,3
124,4,109,2007,3160,4
124,4,109,2008,3160,2
124,4,109,2009,3160,4
124,4,109,2010,3160,3
124,4,109,2011,3160,4
124,4,109,2012,3160,2
124,4,109,2013,3160,5
124,4,109,2014,3160,3
124,4,109,2015,3160,5
124,4,109,2016,3160,7
124,4,109,2017,3160,5
124,4,109,2018,3160,14
124,4,109,2019,3160,8
124,4,110,1990,3160,1
124,4,110,1991,3160,3
124,4,110,1992,3160,1
124,4,110,1993,3160,1
124,4,110,1994,3160,2
124,4,110,1996,3160,4
124,4,110,1997,3160,2
124,4,110,1998,3160,3
124,4,110,1999,3160,1
124,4,110,2010,3160,1
124,4,110,2011,3160,2
124,4,111,2005,3160,6
124,4,111,2006,3160,2
124,4,111,2007,3160,2
124,4,111,2008,3160,5
124,4,111,2009,3160,4
124,4,111,2011,3160,5
124,4,111,2012,3160,4
124,4,111,2015,3160,5
124,4,111,2016,3160,8
124,4,111,2017,3160,17
124,4,111,2018,3160,19
124,4,111,2019,3160,9
124,4,112,1993,3160,2
124,4,112,1995,3160,6
124,4,112,2006,3160,2
124,4,112,2008,3160,1
124,4,112,2009,3160,3
124,4,112,2010,3160,7
124,4,112,2011,3160,1
124,4,112,2012,3160,1
124,4,112,2015,3160,4
124,4,112,2017,3160,7
124,4,112,2018,3160,7
124,4,112,2019,3160,9
124,4,113,1991,3160,3
124,4,113,1993,3160,4
124,4,113,1994,3160,21
124,4,113,1995,3160,8
124,4,113,1996,3160,5
124,4,113,1997,3160,1
124,4,113,1998,3160,17
124,4,113,1999,3160,9
124,4,113,2000,3160,5
124,4,113,2001,3160,6
124,4,113,2002,3160,13
124,4,113,2003,3160,16
124,4,113,2004,3160,5
124,4,113,2005,3160,8
124,4,113,2007,3160,12
124,4,113,2008,3160,1
124,4,113,2009,3160,13
124,4,113,2011,3160,5
124,4,113,2012,3160,6
124,4,113,2013,3160,3
124,4,113,2015,3160,6
124,4,113,2016,3160,5
124,4,113,2017,3160,1
124,4,113,2018,3160,5
124,4,113,2019,3160,2
124,4,114,1998,3160,1
124,4,114,1999,3160,1
124,4,114,2004,3160,3
124,4,114,2008,3160,1
124,4,114,2009,3160,3
124,4,114,2011,3160,1
124,4,114,2013,3160,2
124,4,114,2015,3160,10
124,4,114,2016,3160,3
124,4,114,2017,3160,12
124,4,114,2018,3160,5
124,4,114,2019,3160,6
124,4,115,1998,3160,1
124,4,115,2001,3160,1
124,4,115,2002,3160,1
124,4,115,2003,3160,1
124,4,115,2006,3160,1
124,4,115,2007,3160,2
124,4,115,2009,3160,1
124,4,115,2010,3160,5
124,4,115,2011,3160,3
124,4,115,2012,3160,3
124,4,115,2013,3160,3
124,4,115,2014,3160,14
124,4,115,2015,3160,9
124,4,115,2016,3160,11
124,4,115,2018,3160,5
124,4,115,2019,3160,12
124,4,119,1992,3160,1
124,4,119,1995,3160,4
124,4,119,1997,3160,6
124,4,119,2001,3160,4
124,4,120,2006,3160,2
124,4,120,2007,3160,3
,,,,,
124,4,120,2009,3160,1
124,4,120,2010,3160,1
124,4,121,1991,3160,1
124,4,121,1993,3160,2
124,4,121,1994,3160,1
124,4,121,2002,3160,2
124,4,121,2008,3160,4
124,4,121,2009,3160,2
124,4,121,2010,3160,1
124,4,121,2011,3160,1
124,4,122,1992,3160,2
124,4,122,2012,3160,3
124,4,122,2013,3160,1
124,4,122,2014,3160,1
124,4,122,2018,3160,1
124,4,122,2019,3160,3
124,4,126,1990,3160,1
124,4,126,1995,3160,2
124,4,126,1997,3160,4
124,4,126,1998,3160,2
124,4,126,2000,3160,1
124,4,127,1992,3160,1
124,4,127,1994,3160,1
124,4,127,1995,3160,3
124,4,127,1996,3160,1
124,4,127,1999,3160,1
124,4,127,2001,3160,5
124,4,127,2008,3160,1
124,4,127,2009,3160,1
124,4,127,2010,3160,1
124,4,127,2011,3160,6
124,4,127,2012,3160,5
124,4,127,2014,3160,1
124,4,127,2015,3160,2
124,4,127,2018,3160,1
124,4,128,1998,3160,1
124,4,128,2002,3160,2
124,4,128,2003,3160,2
124,4,128,2005,3160,1
124,4,128,2007,3160,3
124,4,128,2009,3160,3
124,4,128,2012,3160,1
124,4,128,2014,3160,1
124,4,129,1996,3160,1
124,4,129,1997,3160,1
124,4,129,2000,3160,2
124,4,131,1993,3160,1
124,4,131,2004,3160,1
124,4,131,2005,3160,1
124,4,136,2004,3160,1
124,4,136,2005,3160,1
124,4,136,2011,3160,2
124,4,136,2015,3160,5
124,4,136,2016,3160,1
124,4,136,2017,3160,2
124,4,136,2019,3160,2
124,4,138,2003,3160,2
124,4,138,2008,3160,1
124,4,138,2010,3160,2
124,4,139,2005,3160,1
124,4,139,2009,3160,2
124,4,139,2010,3160,1
124,4,149,2002,3160,1
124,4,201,1995,3160,4
124,4,201,1997,3160,1
124,4,201,1999,3160,2
124,4,201,2000,3160,3
124,4,201,2001,3160,11
124,4,201,2002,3160,14
124,4,201,2003,3160,21
124,4,201,2004,3160,9
124,4,201,2005,3160,6
124,4,201,2006,3160,12
124,4,201,2007,3160,14
124,4,201,2008,3160,19
124,4,201,2009,3160,12
124,4,201,2011,3160,1
124,4,201,2012,3160,4
124,4,201,2013,3160,5
124,4,201,2015,3160,4
124,4,201,2017,3160,13
124,4,201,2018,3160,2
124,4,201,2019,3160,14
124,4,202,2015,3160,8
124,4,202,2016,3160,3
124,4,203,1992,3160,6
124,4,203,1993,3160,5
124,4,203,1994,3160,3
124,4,203,1995,3160,7
124,4,203,1996,3160,6
124,4,203,1999,3160,1
124,4,203,2000,3160,7
124,4,203,2001,3160,6
124,4,203,2002,3160,6
124,4,203,2003,3160,8
124,4,203,2006,3160,7
124,4,203,2007,3160,2
124,4,203,2009,3160,6
124,4,203,2016,3160,9
124,4,203,2017,3160,20
124,4,203,2018,3160,13
124,4,203,2019,3160,14
124,4,204,1997,3160,3
124,4,204,2000,3160,1
124,4,204,2001,3160,7
124,4,204,2002,3160,2
124,4,204,2003,3160,2
124,4,204,2004,3160,1
124,4,204,2005,3160,5
124,4,204,2006,3160,3
124,4,204,2007,3160,2
124,4,204,2008,3160,1
124,4,204,2009,3160,7
124,4,204,2010,3160,6
124,4,204,2011,3160,2
124,4,204,2013,3160,4
124,4,204,2014,3160,8
124,4,204,2015,3160,9
124,4,204,2016,3160,8
124,4,204,2017,3160,10
124,4,204,2018,3160,6
124,4,204,2019,3160,6
124,4,206,1996,3160,1
124,4,206,1997,3160,7
124,4,206,1999,3160,3
124,4,206,2000,3160,5
124,4,206,2015,3160,19
124,4,206,2018,3160,4
124,4,206,2019,3160,12
124,4,207,1996,3160,1
124,4,207,2003,3160,7
124,4,207,2007,3160,17
124,4,207,2008,3160,51
124,4,207,2009,3160,15
124,4,207,2012,3160,12
124,4,207,2014,3160,21
124,4,207,2015,3160,20
124,4,208,1990,3160,2
124,4,208,2007,3160,8
124,4,208,2008,3160,15
124,4,208,2009,3160,8
124,4,208,2010,3160,12
124,4,208,2011,3160,9
124,4,208,2012,3160,13
124,4,208,2013,3160,21
124,4,208,2014,3160,25
124,4,208,2015,3160,17
124,4,208,2016,3160,9
124,4,208,2018,3160,15
124,4,209,2012,3160,2
124,4,209,2013,3160,1
124,4,209,2014,3160,3
124,4,209,2015,3160,2
124,4,209,2016,3160,5
124,4,209,2017,3160,21
124,4,209,2018,3160,10
124,4,209,2019,3160,15
124,4,210,2004,3160,3
124,4,210,2005,3160,3
124,4,210,2006,3160,1
124,4,210,2009,3160,3
124,4,210,2010,3160,2
124,4,210,2012,3160,2
124,4,210,2013,3160,2
124,4,210,2015,3160,3
124,4,210,2016,3160,3
124,4,210,2017,3160,3
124,4,210,2018,3160,4
124,4,210,2019,3160,3
124,4,211,2007,3160,2
124,4,211,2009,3160,3
124,4,211,2011,3160,5
124,4,211,2012,3160,5
124,4,211,2014,3160,15
124,4,211,2015,3160,10
124,4,211,2016,3160,1
124,4,211,2017,3160,13
124,4,211,2018,3160,14
124,4,211,2019,3160,18
124,4,212,1998,3160,1
124,4,212,2000,3160,2
124,4,212,2005,3160,1
124,4,212,2006,3160,1
124,4,212,2007,3160,2
124,4,212,2008,3160,1
124,4,212,2013,3160,1
124,4,212,2014,3160,2
124,4,212,2016,3160,2
124,4,212,2018,3160,1
124,4,212,2019,3160,2
124,4,213,1999,3160,1
124,4,213,2007,3160,4
124,4,213,2008,3160,1
124,4,213,2011,3160,1
124,4,213,2013,3160,1
124,4,213,2017,3160,1
124,4,213,2019,3160,1
124,4,214,1995,3160,1
124,4,214,1998,3160,1
124,4,214,1999,3160,2
124,4,214,2000,3160,1
124,4,214,2001,3160,1
124,4,214,2007,3160,1
124,4,214,2009,3160,5
124,4,214,2011,3160,3
124,4,214,2012,3160,2
124,4,214,2014,3160,4
124,4,214,2015,3160,2
124,4,214,2016,3160,8
124,4,214,2017,3160,5
124,4,214,2018,3160,7
124,4,214,2019,3160,12
124,4,215,1992,3160,3
124,4,215,1993,3160,2
124,4,215,1997,3160,1
124,4,215,2002,3160,1
124,4,215,2003,3160,3
124,4,215,2015,3160,1
124,4,215,2016,3160,2
124,4,216,2018,3160,1
124,4,216,2019,3160,1
124,4,219,2015,3160,9
124,4,220,2006,3160,1
124,4,220,2014,3160,1
124,4,220,2017,3160,1
124,4,221,1997,3160,1
124,4,221,1998,3160,1
124,4,221,2002,3160,2
124,4,221,2005,3160,2
124,4,221,2007,3160,2
124,4,221,2015,3160,1
124,4,222,1995,3160,1
124,4,222,2001,3160,1
124,4,222,2002,3160,3
124,4,222,2011,3160,1
124,4,222,2014,3160,1
124,4,222,2015,3160,4
124,4,222,2018,3160,2
124,4,223,1997,3160,1
124,4,227,1992,3160,4
124,4,227,1993,3160,6
124,4,227,1994,3160,5
124,4,227,1995,3160,4
124,4,227,1996,3160,3
124,4,227,1997,3160,5
124,4,227,1998,3160,2
124,4,227,1999,3160,7
124,4,227,2000,3160,4
124,4,227,2001,3160,4
124,4,227,2002,3160,4
124,4,227,2003,3160,6
124,4,227,2007,3160,5
124,4,227,2008,3160,4
124,4,227,2009,3160,4
124,4,227,2010,3160,2
124,4,227,2011,3160,5
124,4,227,2012,3160,7
124,4,227,2014,3160,2
124,4,227,2015,3160,6
124,4,227,2016,3160,1
124,4,228,1992,3160,1
124,4,228,1993,3160,3
124,4,228,1994,3160,2
124,4,228,1995,3160,1
124,4,228,1996,3160,2
124,4,228,1997,3160,2
124,4,228,1998,3160,2
124,4,228,1999,3160,3
124,4,228,2001,3160,1
124,4,228,2002,3160,1
124,4,228,2005,3160,6
124,4,228,2006,3160,1
124,4,228,2008,3160,2
124,4,228,2012,3160,1
124,4,228,2013,3160,2
124,4,229,1995,3160,2
124,4,229,1998,3160,2
124,4,229,1999,3160,1
124,4,229,2000,3160,3
124,4,229,2001,3160,1
124,4,229,2004,3160,1
124,4,229,2005,3160,3
124,4,229,2006,3160,1
124,4,229,2009,3160,5
124,4,229,2010,3160,1
124,4,229,2011,3160,3
124,4,229,2013,3160,2
124,4,229,2014,3160,2
124,4,229,2016,3160,1
124,4,229,2017,3160,2
124,4,229,2018,3160,3
124,4,230,2011,3160,1
124,4,231,1994,3160,2
124,4,231,1996,3160,1
124,4,231,1997,3160,1
124,4,231,1998,3160,3
124,4,239,2008,3160,1
124,4,239,2013,3160,1
124,4,239,2014,3160,1
124,4,251,2004,3160,1
124,4,251,2006,3160,1
124,4,252,2005,3160,1
124,4,252,2007,3160,4
124,4,301,1996,3160,6
124,4,301,1997,3160,12
124,4,301,1998,3160,13
124,4,301,2001,3160,15
124,4,301,2002,3160,11
124,4,302,1995,3160,1
124,4,302,1996,3160,3
124,4,302,1997,3160,3
124,4,302,1998,3160,2
124,4,302,2000,3160,3
124,4,302,2001,3160,8
124,4,302,2002,3160,8
124,4,302,2003,3160,1
124,4,302,2004,3160,5
124,4,302,2005,3160,20
124,4,302,2006,3160,14
124,4,302,2007,3160,13
124,4,302,2008,3160,12
124,4,302,2009,3160,22
124,4,302,2010,3160,11
124,4,302,2011,3160,11
124,4,302,2012,3160,14
124,4,302,2013,3160,11
124,4,302,2014,3160,16
124,4,302,2015,3160,18
124,4,302,2016,3160,20
124,4,302,2017,3160,4
124,4,302,2018,3160,20
124,4,302,2019,3160,24
124,4,304,2000,3160,1
124,4,304,2001,3160,1
124,4,304,2003,3160,2
124,4,304,2004,3160,1
124,4,304,2006,3160,3
124,4,304,2007,3160,1
124,4,304,2008,3160,7
124,4,304,2009,3160,1
124,4,304,2010,3160,6
124,4,304,2011,3160,3
124,4,304,2013,3160,3
124,4,304,2014,3160,2
124,4,304,2015,3160,2
124,4,304,2016,3160,3
124,4,304,2019,3160,2
124,4,306,2008,3160,1
124,4,306,2009,3160,3
124,4,306,2010,3160,2
124,4,306,2011,3160,2
124,4,306,2012,3160,4
124,4,306,2013,3160,3
124,4,306,2014,3160,3
124,4,306,2015,3160,6
124,4,306,2016,3160,4
124,4,306,2017,3160,5
124,4,306,2018,3160,5
124,4,306,2019,3160,1
124,4,307,1996,3160,5
124,4,307,1997,3160,7
124,4,307,1998,3160,3
124,4,307,1999,3160,4
124,4,307,2000,3160,4
124,4,307,2001,3160,3
124,4,307,2005,3160,2
124,4,307,2015,3160,6
124,4,307,2016,3160,11
124,4,307,2017,3160,5
124,4,307,2018,3160,7
124,4,307,2019,3160,5
124,4,308,2008,3160,13
124,4,308,2009,3160,3
124,4,308,2010,3160,1
124,4,308,2011,3160,4
124,4,309,2005,3160,1
124,4,309,2007,3160,4
124,4,309,2008,3160,5
124,4,309,2009,3160,8
124,4,309,2010,3160,13
124,4,309,2011,3160,14
124,4,309,2012,3160,11
124,4,309,2013,3160,16
124,4,309,2015,3160,13
124,4,309,2016,3160,19
124,4,309,2017,3160,20
124,4,309,2018,3160,15
124,4,309,2019,3160,25
124,4,310,2005,3160,1
124,4,310,2006,3160,9
124,4,310,2013,3160,3
124,4,310,2014,3160,1
124,4,310,2015,3160,3
124,4,310,2016,3160,1
124,4,310,2018,3160,2
124,4,310,2019,3160,2
124,4,311,1998,3160,19
124,4,311,1999,3160,4
124,4,311,2000,3160,5
124,4,311,2001,3160,1
124,4,311,2003,3160,4
124,4,311,2004,3160,15
124,4,311,2005,3160,5
124,4,311,2006,3160,2
124,4,311,2007,3160,1
124,4,311,2008,3160,1
124,4,311,2009,3160,2
124,4,311,2010,3160,7
124,4,311,2016,3160,6
124,4,312,1996,3160,1
124,4,312,1997,3160,2
124,4,312,1998,3160,1
124,4,312,2000,3160,4
124,4,312,2003,3160,1
124,4,312,2004,3160,1
124,4,312,2005,3160,2
124,4,312,2006,3160,1
124,4,312,2008,3160,4
124,4,312,2009,3160,2
124,4,312,2010,3160,3
124,4,312,2012,3160,3
124,4,312,2013,3160,1
124,4,312,2014,3160,3
124,4,312,2015,3160,4
124,4,312,2016,3160,1
124,4,312,2017,3160,1
124,4,312,2018,3160,3
124,4,312,2019,3160,1
124,4,313,1998,3160,1
124,4,313,2000,3160,1
124,4,313,2001,3160,1
124,4,313,2002,3160,1
124,4,313,2003,3160,3
124,4,313,2004,3160,1
124,4,313,2005,3160,4
124,4,313,2009,3160,1
124,4,313,2010,3160,2
124,4,313,2011,3160,2
124,4,313,2012,3160,1
124,4,313,2015,3160,1
124,4,313,2016,3160,3
124,4,313,2018,3160,1
124,4,314,1996,3160,6
124,4,314,2001,3160,4
124,4,314,2002,3160,2
124,4,314,2003,3160,1
124,4,314,2007,3160,3
124,4,314,2013,3160,10
124,4,314,2014,3160,2
124,4,314,2015,3160,6
124,4,314,2017,3160,6
124,4,315,1997,3160,1
124,4,315,1998,3160,2
124,4,315,2002,3160,3
124,4,315,2003,3160,1
124,4,315,2004,3160,1
124,4,315,2016,3160,3
124,4,315,2017,3160,8
124,4,315,2018,3160,11
124,4,315,2019,3160,2
124,4,319,2012,3160,5
124,4,320,2014,3160,1
124,4,321,2013,3160,2
124,4,321,2015,3160,2
124,4,321,2017,3160,2
124,4,322,2007,3160,4
124,4,322,2008,3160,7
124,4,322,2009,3160,1
124,4,322,2011,3160,1
124,4,326,2002,3160,5
124,4,326,2004,3160,1
124,4,326,2005,3160,1
124,4,328,1997,3160,3
124,4,328,1998,3160,1
124,4,328,2002,3160,1
124,4,328,2004,3160,3
124,4,328,2005,3160,1
124,4,328,2006,3160,4
124,4,328,2007,3160,3
124,4,328,2013,3160,7
124,4,328,2014,3160,5
124,4,328,2018,3160,4
124,4,328,2019,3160,3
124,4,329,1994,3160,3
124,4,329,1995,3160,1
124,4,329,2004,3160,1
124,4,329,2005,3160,6
124,4,329,2006,3160,8
